text,Cleanliness,Electrical,Infrastructure,Safety-Security,Staff,Catering,Medical,General
charging socket not working in my coach,0,1,0,0,0,0,0,0
complaint regarding light fused,0,1,0,0,0,0,0,0
charging socket not working urgently,0,1,0,0,0,0,0,0
sir charging socket not working,0,1,0,0,0,0,0,0
no electricity in coach in my coach,0,1,0,0,0,0,0,0
facing problem: short circuit,0,1,0,0,0,0,0,0
facing problem: no electricity in coach,0,1,0,0,0,0,0,0
no electricity in coach in my coach,0,1,0,0,0,0,0,0
there is fan not running,0,1,0,0,0,0,0,0
no electricity in coach urgently,0,1,0,0,0,0,0,0
please help light fused,0,1,0,0,0,0,0,0
short circuit urgently,0,1,0,0,0,0,0,0
there is AC not working,0,1,0,0,0,0,0,0
charging socket not working,0,1,0,0,0,0,0,0
no electricity in coach in my coach,0,1,0,0,0,0,0,0
AC not working urgently,0,1,0,0,0,0,0,0
facing problem: light fused,0,1,0,0,0,0,0,0
there is light fused,0,1,0,0,0,0,0,0
please help fan not running,0,1,0,0,0,0,0,0
sir charging socket not working,0,1,0,0,0,0,0,0
facing problem: light fused,0,1,0,0,0,0,0,0
sir charging socket not working,0,1,0,0,0,0,0,0
light fused in my coach,0,1,0,0,0,0,0,0
there is fan not running,0,1,0,0,0,0,0,0
complaint regarding fan not running,0,1,0,0,0,0,0,0
please help charging socket not working,0,1,0,0,0,0,0,0
charging socket not working urgently,0,1,0,0,0,0,0,0
please help no electricity in coach,0,1,0,0,0,0,0,0
facing problem: short circuit,0,1,0,0,0,0,0,0
short circuit urgently,0,1,0,0,0,0,0,0
please help light fused,0,1,0,0,0,0,0,0
no electricity in coach urgently,0,1,0,0,0,0,0,0
sir no electricity in coach,0,1,0,0,0,0,0,0
facing problem: short circuit,0,1,0,0,0,0,0,0
sir short circuit,0,1,0,0,0,0,0,0
fan not running in my coach,0,1,0,0,0,0,0,0
no electricity in coach,0,1,0,0,0,0,0,0
please help no electricity in coach,0,1,0,0,0,0,0,0
sir no electricity in coach,0,1,0,0,0,0,0,0
there is fan not running,0,1,0,0,0,0,0,0
short circuit in my coach,0,1,0,0,0,0,0,0
please help light fused,0,1,0,0,0,0,0,0
please help fan not running,0,1,0,0,0,0,0,0
please help fan not running,0,1,0,0,0,0,0,0
sir no electricity in coach,0,1,0,0,0,0,0,0
complaint regarding AC not working,0,1,0,0,0,0,0,0
no electricity in coach,0,1,0,0,0,0,0,0
fan not running urgently,0,1,0,0,0,0,0,0
facing problem: light fused,0,1,0,0,0,0,0,0
sir fan not running,0,1,0,0,0,0,0,0
there is fan not running,0,1,0,0,0,0,0,0
facing problem: fan not running,0,1,0,0,0,0,0,0
facing problem: short circuit,0,1,0,0,0,0,0,0
charging socket not working urgently,0,1,0,0,0,0,0,0
there is fan not running,0,1,0,0,0,0,0,0
sir fan not running,0,1,0,0,0,0,0,0
AC not working in my coach,0,1,0,0,0,0,0,0
please help fan not running,0,1,0,0,0,0,0,0
no electricity in coach in my coach,0,1,0,0,0,0,0,0
complaint regarding charging socket not working,0,1,0,0,0,0,0,0
facing problem: no electricity in coach,0,1,0,0,0,0,0,0
sir no electricity in coach,0,1,0,0,0,0,0,0
sir short circuit,0,1,0,0,0,0,0,0
complaint regarding short circuit,0,1,0,0,0,0,0,0
fan not running urgently,0,1,0,0,0,0,0,0
light fused in my coach,0,1,0,0,0,0,0,0
fan not running urgently,0,1,0,0,0,0,0,0
there is short circuit,0,1,0,0,0,0,0,0
facing problem: charging socket not working,0,1,0,0,0,0,0,0
sir charging socket not working,0,1,0,0,0,0,0,0
please help AC not working,0,1,0,0,0,0,0,0
facing problem: light fused,0,1,0,0,0,0,0,0
sir short circuit,0,1,0,0,0,0,0,0
facing problem: no electricity in coach,0,1,0,0,0,0,0,0
please help charging socket not working,0,1,0,0,0,0,0,0
please help AC not working,0,1,0,0,0,0,0,0
charging socket not working in my coach,0,1,0,0,0,0,0,0
facing problem: light fused,0,1,0,0,0,0,0,0
there is AC not working,0,1,0,0,0,0,0,0
AC not working,0,1,0,0,0,0,0,0
there is fan not running,0,1,0,0,0,0,0,0
AC not working,0,1,0,0,0,0,0,0
there is charging socket not working,0,1,0,0,0,0,0,0
complaint regarding no electricity in coach,0,1,0,0,0,0,0,0
facing problem: charging socket not working,0,1,0,0,0,0,0,0
complaint regarding charging socket not working,0,1,0,0,0,0,0,0
facing problem: no electricity in coach,0,1,0,0,0,0,0,0
please help AC not working,0,1,0,0,0,0,0,0
sir charging socket not working,0,1,0,0,0,0,0,0
fan not running urgently,0,1,0,0,0,0,0,0
please help no electricity in coach,0,1,0,0,0,0,0,0
facing problem: fan not running,0,1,0,0,0,0,0,0
please help short circuit,0,1,0,0,0,0,0,0
short circuit urgently,0,1,0,0,0,0,0,0
there is short circuit,0,1,0,0,0,0,0,0
charging socket not working,0,1,0,0,0,0,0,0
facing problem: short circuit,0,1,0,0,0,0,0,0
sir AC not working,0,1,0,0,0,0,0,0
AC not working in my coach,0,1,0,0,0,0,0,0
no electricity in coach in my coach,0,1,0,0,0,0,0,0
fan not running,0,1,0,0,0,0,0,0
facing problem: AC not working,0,1,0,0,0,0,0,0
complaint regarding light fused,0,1,0,0,0,0,0,0
please help no electricity in coach,0,1,0,0,0,0,0,0
sir no electricity in coach,0,1,0,0,0,0,0,0
seat broken urgently,0,0,1,0,0,0,0,0
window glass cracked urgently,0,0,1,0,0,0,0,0
window glass cracked urgently,0,0,1,0,0,0,0,0
there is seat broken,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
door not closing,0,0,1,0,0,0,0,0
there is door not closing,0,0,1,0,0,0,0,0
seat broken in my coach,0,0,1,0,0,0,0,0
complaint regarding window glass cracked,0,0,1,0,0,0,0,0
sir luggage rack broken,0,0,1,0,0,0,0,0
window glass cracked,0,0,1,0,0,0,0,0
please help berth panel loose,0,0,1,0,0,0,0,0
facing problem: door not closing,0,0,1,0,0,0,0,0
luggage rack broken,0,0,1,0,0,0,0,0
complaint regarding berth panel loose,0,0,1,0,0,0,0,0
berth panel loose urgently,0,0,1,0,0,0,0,0
please help door not closing,0,0,1,0,0,0,0,0
sir berth panel loose,0,0,1,0,0,0,0,0
sir washbasin damaged,0,0,1,0,0,0,0,0
luggage rack broken in my coach,0,0,1,0,0,0,0,0
sir washbasin damaged,0,0,1,0,0,0,0,0
window glass cracked,0,0,1,0,0,0,0,0
berth panel loose,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
window glass cracked urgently,0,0,1,0,0,0,0,0
berth panel loose in my coach,0,0,1,0,0,0,0,0
complaint regarding seat broken,0,0,1,0,0,0,0,0
facing problem: seat broken,0,0,1,0,0,0,0,0
please help berth panel loose,0,0,1,0,0,0,0,0
please help berth panel loose,0,0,1,0,0,0,0,0
berth panel loose urgently,0,0,1,0,0,0,0,0
window glass cracked urgently,0,0,1,0,0,0,0,0
there is window glass cracked,0,0,1,0,0,0,0,0
complaint regarding berth panel loose,0,0,1,0,0,0,0,0
sir luggage rack broken,0,0,1,0,0,0,0,0
berth panel loose,0,0,1,0,0,0,0,0
sir window glass cracked,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
there is berth panel loose,0,0,1,0,0,0,0,0
sir washbasin damaged,0,0,1,0,0,0,0,0
door not closing,0,0,1,0,0,0,0,0
facing problem: door not closing,0,0,1,0,0,0,0,0
complaint regarding berth panel loose,0,0,1,0,0,0,0,0
there is seat broken,0,0,1,0,0,0,0,0
please help berth panel loose,0,0,1,0,0,0,0,0
seat broken urgently,0,0,1,0,0,0,0,0
please help luggage rack broken,0,0,1,0,0,0,0,0
berth panel loose,0,0,1,0,0,0,0,0
complaint regarding seat broken,0,0,1,0,0,0,0,0
please help window glass cracked,0,0,1,0,0,0,0,0
there is door not closing,0,0,1,0,0,0,0,0
please help door not closing,0,0,1,0,0,0,0,0
window glass cracked,0,0,1,0,0,0,0,0
sir berth panel loose,0,0,1,0,0,0,0,0
luggage rack broken in my coach,0,0,1,0,0,0,0,0
door not closing in my coach,0,0,1,0,0,0,0,0
luggage rack broken in my coach,0,0,1,0,0,0,0,0
washbasin damaged in my coach,0,0,1,0,0,0,0,0
door not closing,0,0,1,0,0,0,0,0
complaint regarding window glass cracked,0,0,1,0,0,0,0,0
please help washbasin damaged,0,0,1,0,0,0,0,0
facing problem: washbasin damaged,0,0,1,0,0,0,0,0
sir seat broken,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
please help seat broken,0,0,1,0,0,0,0,0
washbasin damaged in my coach,0,0,1,0,0,0,0,0
window glass cracked urgently,0,0,1,0,0,0,0,0
seat broken urgently,0,0,1,0,0,0,0,0
sir window glass cracked,0,0,1,0,0,0,0,0
please help luggage rack broken,0,0,1,0,0,0,0,0
there is window glass cracked,0,0,1,0,0,0,0,0
please help washbasin damaged,0,0,1,0,0,0,0,0
complaint regarding door not closing,0,0,1,0,0,0,0,0
please help washbasin damaged,0,0,1,0,0,0,0,0
facing problem: door not closing,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
there is window glass cracked,0,0,1,0,0,0,0,0
window glass cracked,0,0,1,0,0,0,0,0
there is washbasin damaged,0,0,1,0,0,0,0,0
there is window glass cracked,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
window glass cracked,0,0,1,0,0,0,0,0
there is berth panel loose,0,0,1,0,0,0,0,0
there is berth panel loose,0,0,1,0,0,0,0,0
window glass cracked in my coach,0,0,1,0,0,0,0,0
there is seat broken,0,0,1,0,0,0,0,0
complaint regarding seat broken,0,0,1,0,0,0,0,0
luggage rack broken in my coach,0,0,1,0,0,0,0,0
complaint regarding door not closing,0,0,1,0,0,0,0,0
washbasin damaged urgently,0,0,1,0,0,0,0,0
please help luggage rack broken,0,0,1,0,0,0,0,0
door not closing urgently,0,0,1,0,0,0,0,0
there is berth panel loose,0,0,1,0,0,0,0,0
facing problem: seat broken,0,0,1,0,0,0,0,0
complaint regarding window glass cracked,0,0,1,0,0,0,0,0
facing problem: seat broken,0,0,1,0,0,0,0,0
sir washbasin damaged,0,0,1,0,0,0,0,0
facing problem: berth panel loose,0,0,1,0,0,0,0,0
seat broken in my coach,0,0,1,0,0,0,0,0
facing problem: door not closing,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
seat broken urgently,0,0,1,0,0,0,0,0
berth panel loose in my coach,0,0,1,0,0,0,0,0
facing problem: door not closing,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
window glass cracked urgently,0,0,1,0,0,0,0,0
please help berth panel loose,0,0,1,0,0,0,0,0
complaint regarding berth panel loose,0,0,1,0,0,0,0,0
there is washbasin damaged,0,0,1,0,0,0,0,0
there is berth panel loose,0,0,1,0,0,0,0,0
luggage rack broken in my coach,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
there is berth panel loose,0,0,1,0,0,0,0,0
facing problem: door not closing,0,0,1,0,0,0,0,0
door not closing,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
berth panel loose urgently,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
complaint regarding washbasin damaged,0,0,1,0,0,0,0,0
please help window glass cracked,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
complaint regarding seat broken,0,0,1,0,0,0,0,0
facing problem: seat broken,0,0,1,0,0,0,0,0
window glass cracked,0,0,1,0,0,0,0,0
door not closing,0,0,1,0,0,0,0,0
there is door not closing,0,0,1,0,0,0,0,0
facing problem: door not closing,0,0,1,0,0,0,0,0
please help berth panel loose,0,0,1,0,0,0,0,0
facing problem: seat broken,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
door not closing in my coach,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
there is washbasin damaged,0,0,1,0,0,0,0,0
facing problem: door not closing,0,0,1,0,0,0,0,0
door not closing urgently,0,0,1,0,0,0,0,0
sir door not closing,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
complaint regarding luggage rack broken,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
complaint regarding window glass cracked,0,0,1,0,0,0,0,0
complaint regarding door not closing,0,0,1,0,0,0,0,0
sir seat broken,0,0,1,0,0,0,0,0
seat broken urgently,0,0,1,0,0,0,0,0
sir seat broken,0,0,1,0,0,0,0,0
sir washbasin damaged,0,0,1,0,0,0,0,0
complaint regarding seat broken,0,0,1,0,0,0,0,0
berth panel loose,0,0,1,0,0,0,0,0
complaint regarding luggage rack broken,0,0,1,0,0,0,0,0
sir door not closing,0,0,1,0,0,0,0,0
seat broken urgently,0,0,1,0,0,0,0,0
there is door not closing,0,0,1,0,0,0,0,0
facing problem: seat broken,0,0,1,0,0,0,0,0
there is seat broken,0,0,1,0,0,0,0,0
facing problem: berth panel loose,0,0,1,0,0,0,0,0
washbasin damaged urgently,0,0,1,0,0,0,0,0
there is seat broken,0,0,1,0,0,0,0,0
facing problem: washbasin damaged,0,0,1,0,0,0,0,0
sir luggage rack broken,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
sir luggage rack broken,0,0,1,0,0,0,0,0
there is door not closing,0,0,1,0,0,0,0,0
sir luggage rack broken,0,0,1,0,0,0,0,0
there is berth panel loose,0,0,1,0,0,0,0,0
complaint regarding washbasin damaged,0,0,1,0,0,0,0,0
please help berth panel loose,0,0,1,0,0,0,0,0
there is washbasin damaged,0,0,1,0,0,0,0,0
complaint regarding window glass cracked,0,0,1,0,0,0,0,0
sir washbasin damaged,0,0,1,0,0,0,0,0
door not closing urgently,0,0,1,0,0,0,0,0
washbasin damaged in my coach,0,0,1,0,0,0,0,0
facing problem: berth panel loose,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
sir window glass cracked,0,0,1,0,0,0,0,0
sir luggage rack broken,0,0,1,0,0,0,0,0
please help seat broken,0,0,1,0,0,0,0,0
complaint regarding luggage rack broken,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
facing problem: berth panel loose,0,0,1,0,0,0,0,0
please help luggage rack broken,0,0,1,0,0,0,0,0
please help berth panel loose,0,0,1,0,0,0,0,0
luggage rack broken,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
seat broken in my coach,0,0,1,0,0,0,0,0
please help berth panel loose,0,0,1,0,0,0,0,0
luggage rack broken in my coach,0,0,1,0,0,0,0,0
door not closing,0,0,1,0,0,0,0,0
complaint regarding seat broken,0,0,1,0,0,0,0,0
facing problem: seat broken,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
luggage rack broken urgently,0,0,1,0,0,0,0,0
please help luggage rack broken,0,0,1,0,0,0,0,0
door not closing in my coach,0,0,1,0,0,0,0,0
please help window glass cracked,0,0,1,0,0,0,0,0
sir door not closing,0,0,1,0,0,0,0,0
luggage rack broken,0,0,1,0,0,0,0,0
please help berth panel loose,0,0,1,0,0,0,0,0
luggage rack broken urgently,0,0,1,0,0,0,0,0
door not closing urgently,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
sir washbasin damaged,0,0,1,0,0,0,0,0
there is berth panel loose,0,0,1,0,0,0,0,0
door not closing,0,0,1,0,0,0,0,0
sir luggage rack broken,0,0,1,0,0,0,0,0
complaint regarding seat broken,0,0,1,0,0,0,0,0
window glass cracked in my coach,0,0,1,0,0,0,0,0
facing problem: seat broken,0,0,1,0,0,0,0,0
complaint regarding seat broken,0,0,1,0,0,0,0,0
seat broken urgently,0,0,1,0,0,0,0,0
sir seat broken,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
window glass cracked in my coach,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
complaint regarding door not closing,0,0,1,0,0,0,0,0
sir door not closing,0,0,1,0,0,0,0,0
complaint regarding luggage rack broken,0,0,1,0,0,0,0,0
seat broken in my coach,0,0,1,0,0,0,0,0
complaint regarding berth panel loose,0,0,1,0,0,0,0,0
please help window glass cracked,0,0,1,0,0,0,0,0
sir berth panel loose,0,0,1,0,0,0,0,0
window glass cracked,0,0,1,0,0,0,0,0
facing problem: seat broken,0,0,1,0,0,0,0,0
berth panel loose urgently,0,0,1,0,0,0,0,0
there is berth panel loose,0,0,1,0,0,0,0,0
luggage rack broken urgently,0,0,1,0,0,0,0,0
complaint regarding seat broken,0,0,1,0,0,0,0,0
door not closing,0,0,1,0,0,0,0,0
facing problem: washbasin damaged,0,0,1,0,0,0,0,0
sir seat broken,0,0,1,0,0,0,0,0
washbasin damaged urgently,0,0,1,0,0,0,0,0
complaint regarding seat broken,0,0,1,0,0,0,0,0
seat broken in my coach,0,0,1,0,0,0,0,0
there is luggage rack broken,0,0,1,0,0,0,0,0
complaint regarding window glass cracked,0,0,1,0,0,0,0,0
complaint regarding luggage rack broken,0,0,1,0,0,0,0,0
complaint regarding washbasin damaged,0,0,1,0,0,0,0,0
luggage rack broken in my coach,0,0,1,0,0,0,0,0
please help washbasin damaged,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
complaint regarding luggage rack broken,0,0,1,0,0,0,0,0
facing problem: washbasin damaged,0,0,1,0,0,0,0,0
berth panel loose urgently,0,0,1,0,0,0,0,0
sir berth panel loose,0,0,1,0,0,0,0,0
sir window glass cracked,0,0,1,0,0,0,0,0
berth panel loose urgently,0,0,1,0,0,0,0,0
luggage rack broken urgently,0,0,1,0,0,0,0,0
sir door not closing,0,0,1,0,0,0,0,0
complaint regarding berth panel loose,0,0,1,0,0,0,0,0
complaint regarding washbasin damaged,0,0,1,0,0,0,0,0
please help luggage rack broken,0,0,1,0,0,0,0,0
window glass cracked in my coach,0,0,1,0,0,0,0,0
sir berth panel loose,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
sir berth panel loose,0,0,1,0,0,0,0,0
sir washbasin damaged,0,0,1,0,0,0,0,0
luggage rack broken,0,0,1,0,0,0,0,0
berth panel loose urgently,0,0,1,0,0,0,0,0
seat broken in my coach,0,0,1,0,0,0,0,0
luggage rack broken in my coach,0,0,1,0,0,0,0,0
complaint regarding seat broken,0,0,1,0,0,0,0,0
sir berth panel loose,0,0,1,0,0,0,0,0
there is door not closing,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
there is seat broken,0,0,1,0,0,0,0,0
door not closing urgently,0,0,1,0,0,0,0,0
sir window glass cracked,0,0,1,0,0,0,0,0
please help luggage rack broken,0,0,1,0,0,0,0,0
facing problem: door not closing,0,0,1,0,0,0,0,0
window glass cracked in my coach,0,0,1,0,0,0,0,0
sir berth panel loose,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
door not closing,0,0,1,0,0,0,0,0
sir window glass cracked,0,0,1,0,0,0,0,0
door not closing,0,0,1,0,0,0,0,0
complaint regarding berth panel loose,0,0,1,0,0,0,0,0
facing problem: luggage rack broken,0,0,1,0,0,0,0,0
there is seat broken,0,0,1,0,0,0,0,0
window glass cracked,0,0,1,0,0,0,0,0
facing problem: window glass cracked,0,0,1,0,0,0,0,0
please help washbasin damaged,0,0,1,0,0,0,0,0
please help luggage rack broken,0,0,1,0,0,0,0,0
door not closing in my coach,0,0,1,0,0,0,0,0
facing problem: suspicious person,0,0,0,1,0,0,0,0
facing problem: drunk passenger shouting,0,0,0,1,0,0,0,0
please help passenger fighting,0,0,0,1,0,0,0,0
complaint regarding harassment in coach,0,0,0,1,0,0,0,0
theft happened urgently,0,0,0,1,0,0,0,0
facing problem: someone threatening me,0,0,0,1,0,0,0,0
sir someone threatening me,0,0,0,1,0,0,0,0
there is someone threatening me,0,0,0,1,0,0,0,0
someone threatening me urgently,0,0,0,1,0,0,0,0
sir drunk passenger shouting,0,0,0,1,0,0,0,0
drunk passenger shouting in my coach,0,0,0,1,0,0,0,0
passenger fighting in my coach,0,0,0,1,0,0,0,0
sir theft happened,0,0,0,1,0,0,0,0
there is suspicious person,0,0,0,1,0,0,0,0
harassment in coach in my coach,0,0,0,1,0,0,0,0
facing problem: someone threatening me,0,0,0,1,0,0,0,0
harassment in coach,0,0,0,1,0,0,0,0
facing problem: theft happened,0,0,0,1,0,0,0,0
facing problem: passenger fighting,0,0,0,1,0,0,0,0
complaint regarding theft happened,0,0,0,1,0,0,0,0
there is suspicious person,0,0,0,1,0,0,0,0
suspicious person urgently,0,0,0,1,0,0,0,0
sir theft happened,0,0,0,1,0,0,0,0
theft happened urgently,0,0,0,1,0,0,0,0
theft happened in my coach,0,0,0,1,0,0,0,0
theft happened in my coach,0,0,0,1,0,0,0,0
complaint regarding drunk passenger shouting,0,0,0,1,0,0,0,0
there is harassment in coach,0,0,0,1,0,0,0,0
please help theft happened,0,0,0,1,0,0,0,0
there is passenger fighting,0,0,0,1,0,0,0,0
harassment in coach urgently,0,0,0,1,0,0,0,0
complaint regarding drunk passenger shouting,0,0,0,1,0,0,0,0
passenger fighting urgently,0,0,0,1,0,0,0,0
facing problem: passenger fighting,0,0,0,1,0,0,0,0
passenger fighting urgently,0,0,0,1,0,0,0,0
harassment in coach urgently,0,0,0,1,0,0,0,0
complaint regarding someone threatening me,0,0,0,1,0,0,0,0
please help drunk passenger shouting,0,0,0,1,0,0,0,0
drunk passenger shouting in my coach,0,0,0,1,0,0,0,0
drunk passenger shouting,0,0,0,1,0,0,0,0
there is drunk passenger shouting,0,0,0,1,0,0,0,0
facing problem: passenger fighting,0,0,0,1,0,0,0,0
suspicious person urgently,0,0,0,1,0,0,0,0
facing problem: drunk passenger shouting,0,0,0,1,0,0,0,0
passenger fighting urgently,0,0,0,1,0,0,0,0
sir passenger fighting,0,0,0,1,0,0,0,0
please help drunk passenger shouting,0,0,0,1,0,0,0,0
facing problem: drunk passenger shouting,0,0,0,1,0,0,0,0
sir someone threatening me,0,0,0,1,0,0,0,0
please help harassment in coach,0,0,0,1,0,0,0,0
there is harassment in coach,0,0,0,1,0,0,0,0
suspicious person in my coach,0,0,0,1,0,0,0,0
harassment in coach,0,0,0,1,0,0,0,0
facing problem: suspicious person,0,0,0,1,0,0,0,0
sir suspicious person,0,0,0,1,0,0,0,0
sir someone threatening me,0,0,0,1,0,0,0,0
someone threatening me,0,0,0,1,0,0,0,0
someone threatening me in my coach,0,0,0,1,0,0,0,0
please help theft happened,0,0,0,1,0,0,0,0
please help someone threatening me,0,0,0,1,0,0,0,0
sir passenger fighting,0,0,0,1,0,0,0,0
please help drunk passenger shouting,0,0,0,1,0,0,0,0
sir someone threatening me,0,0,0,1,0,0,0,0
there is theft happened,0,0,0,1,0,0,0,0
passenger fighting urgently,0,0,0,1,0,0,0,0
harassment in coach in my coach,0,0,0,1,0,0,0,0
facing problem: drunk passenger shouting,0,0,0,1,0,0,0,0
suspicious person urgently,0,0,0,1,0,0,0,0
harassment in coach urgently,0,0,0,1,0,0,0,0
please help suspicious person,0,0,0,1,0,0,0,0
there is theft happened,0,0,0,1,0,0,0,0
